Timestamp,Symbol,High,Lod price,Cmp,%ch,Initial_atr1.5sl,Sl,Target,Forward pe,Pe,Sector,Industry,%ch y_low,Srs,Ars,Srs y,Ars y,%ch_high,%ch 2 low,%ch sl,Atr%,%ch_3low,E_s50,Avg_true_range,Adr%,Ma_x,Rvol,M_cap,Va,Va_ma,Atr% x,Lod dist,Free float,Grand_total_number2,Scan_Date,Low,Max2,R_vol,Rsi,W rsi,Adx,Adr p - adr%,Custom_indicator_69505,Vars,Smavars,Low 2%,Low5,Rs,Is,Tps,Rs score
2026-03-29T23:32:26.485,DELHIVERY,430.1,,428.75,-0.37,407.99,402.62,481.01,202.24,210.17,transportation,miscellaneous,4.76,-0.11,0.02,-0.14,0.03,2.6,2.6,2.23,3.33,5.84,8.04,14.26,,,,,,,,56.46,,,2026-03-29,420.7,430.1,4.72,54.23,53.08,14.03,3.31,13.87,7.08,5.39,,,,,,
2026-03-29T23:32:26.485,GOKULAGRO,189.0,,184.33,-1.07,170.4,173.45,206.09,8.76,9.09,fmcg,solvent extraction,9.22,-0.13,0.14,-0.16,0.16,3.85,3.85,3.85,5.75,3.27,17.14,10.6,,,,,,,,21.98,,,2026-03-29,182.0,189.0,41.76,59.96,56.32,28.41,5.57,12.19,6.98,2.72,,,,,,
2026-03-29T23:32:26.485,COALINDIA,448.5,,445.05,0.3,425.8,454.68,425.79,9.58,9.19,metals & mining,mining / minerals / metals,-3.77,0.05,0.12,0.03,0.12,2.21,2.21,1.69,3.02,1.42,9.5,13.46,,,,,,,,29.72,,,2026-03-29,441.05,448.5,6.0,50.33,58.54,22.14,3.02,3.13,6.93,9.06,,,,,,
2026-03-29T23:32:26.485,BELRISE,195.88,,189.85,-2.53,177.64,180.47,208.61,32.73,30.28,auto,auto ancillaries,8.38,0.11,0.57,0.11,0.61,4.21,4.21,4.21,4.73,2.84,9.4,8.98,,,,,,,,20.94,,,2026-03-29,187.97,195.88,7.09,53.69,61.74,25.04,4.29,NaN,6.86,6.11,,,,,,
2026-03-29T23:32:26.485,LUMAXTECH,1624.0,,1608.8,-0.89,1476.28,1442.77,1940.86,33.24,44.0,auto,auto ancillaries,10.09,0.14,0.35,0.16,0.37,3.47,3.47,2.33,5.26,5.84,69.8,84.63,,,,,,,,25.76,,,2026-03-29,1587.0,1624.0,5.08,53.37,57.57,15.43,5.21,41.99,6.16,4.46,,,,,,
2026-03-29T23:32:26.485,GODAVARIB,316.1,,302.65,-3.11,276.02,299.84,308.27,47.0,68.78,fmcg,sugar,3.91,0.05,0.01,0.07,0.04,5.37,5.37,5.37,6.1,0.88,22.82,18.47,,,,,,,,14.34,,,2026-03-29,300.0,316.1,8.95,53.18,57.42,38.11,6.48,18.8,6.14,5.17,,,,,,
2026-03-29T23:32:26.485,NLCINDIA,273.3,,270.4,1.1,253.94,252.29,306.63,12.95,13.6,power & utilities,power generation and supply,4.01,-0.11,0.15,-0.13,0.14,5.32,5.32,2.82,4.22,7.45,13.19,11.42,,,,,,,,40.29,,,2026-03-29,265.8,273.3,6.34,57.97,58.14,13.56,4.42,2.57,6.04,4.78,,,,,,
2026-03-29T23:32:26.485,ADANIPOWER,155.28,,153.92,0.18,145.41,148.22,165.33,29.83,8.52,power & utilities,power generation and supply,4.3,-0.03,0.22,-0.06,0.22,2.45,2.45,2.45,3.99,4.46,10.09,6.14,,,,,,,,38.45,,,2026-03-29,151.56,155.28,9.47,60.69,59.31,16.67,3.89,11.23,6.01,4.02,,,,,,
2026-03-29T23:32:26.485,UNIPARTS,475.95,,460.05,-2.62,433.08,434.56,511.03,15.58,15.97,industrials,engineering,5.13,0.05,0.14,0.06,0.17,5.29,5.29,4.38,3.83,2.7,-0.18,17.63,,,,,,,,22.97,,,2026-03-29,456.0,475.95,3.61,50.04,51.2,16.14,3.9,9.61,5.5,2.89,,,,,,
2026-03-29T23:32:26.485,IMFA,1282.5,,1231.6,-1.04,1135.95,1155.84,1383.12,12.66,18.04,metals & mining,mining / minerals / metals,4.77,0.01,0.58,-0.02,0.6,6.52,6.52,4.95,5.15,7.37,-16.84,63.37,,,,,,,,15.15,,,2026-03-29,1222.0,1282.5,2.39,48.87,51.95,15.48,4.9,20.33,4.95,2.45,,,,,,
2026-03-29T23:32:26.485,GMDCLTD,582.0,,566.6,-2.08,527.58,536.32,627.17,33.89,18.22,metals & mining,mining / minerals / metals,9.33,-0.11,0.46,-0.12,0.49,3.74,3.74,3.74,4.51,1.0,2.36,25.53,,,,,,,,21.93,,,2026-03-29,561.0,582.0,10.17,51.87,53.65,12.92,4.22,24.03,4.76,4.13,,,,,,
2026-03-29T23:32:26.485,GMBREW,1081.25,,1020.5,-3.64,952.0,969.81,1121.89,13.87,14.28,fmcg,breweries & distilleries,9.96,0.33,0.3,0.36,0.35,6.5,6.5,6.5,4.83,1.8,18.81,49.25,,,,,,,,10.66,,,2026-03-29,1015.25,1081.25,6.65,52.15,53.46,16.15,4.1,14.61,4.54,3.4,,,,,,
2026-03-29T23:32:26.485,SHRIPISTON,3096.2,,3033.5,-2.21,2820.06,2883.43,3333.63,27.15,24.6,auto,auto ancillaries,4.97,0.05,0.23,0.09,0.26,3.0,3.0,3.0,5.0,4.96,76.7,151.66,,,,,,,,18.13,,,2026-03-29,3006.0,3096.2,12.16,51.26,55.18,13.89,4.68,14.34,4.29,2.68,,,,,,
2026-03-29T23:32:26.485,PAISALO,35.9,,34.33,0.35,31.56,32.59,37.81,11.76,14.73,financials,finance & investments,3.13,-0.17,0.09,-0.2,0.08,7.97,7.97,7.97,6.2,3.25,0.23,2.13,,,,,,,,50.72,,,2026-03-29,33.25,35.9,7.69,51.18,48.5,16.87,6.09,-0.19,4.12,3.0,,,,,,
2026-03-29T23:32:26.485,SKMEGGPROD,164.31,,156.43,-5.55,142.68,146.35,176.6,3.43,5.32,fmcg,food - processing - indian,10.77,-0.1,-0.01,-0.07,0.05,6.01,6.01,6.01,5.7,2.8,-16.8,8.92,,,,,,,,16.03,,,2026-03-29,155.0,164.31,2.43,44.29,42.66,22.6,4.99,17.26,3.19,0.29,,,,,,
2026-03-29T23:32:26.485,WAAREEINDO,396.75,,385.55,-4.99,352.95,343.58,469.5,9.67,6.56,industrials,electric equipment,25.47,77.92,145.13,85.29,153.04,2.9,2.9,2.9,6.01,0.0,-10.09,23.16,,,,,,,,0.0,,,2026-03-29,385.55,396.75,4.52,53.26,47.12,30.17,5.27,2755.6,2.54,0.04,,,,,,
2026-03-29T23:32:26.485,BLACKBUCK,596.4,,587.5,-0.62,546.95,563.32,635.86,84.41,18.72,transportation,miscellaneous,5.4,-0.12,0.3,-0.12,0.31,4.12,4.12,4.12,4.78,2.83,-3.77,28.05,,,,,,,,52.4,,,2026-03-29,572.8,596.4,8.54,49.01,48.71,15.0,4.52,10.03,2.15,1.26,,,,,,
2026-03-29T23:32:26.485,DCMSHRIRAM,1123.0,,1112.3,-0.66,1048.75,1012.68,1311.54,17.49,24.84,miscellaneous,diversified - mega,7.23,-0.11,-0.21,-0.12,-0.21,5.94,5.94,2.58,4.09,9.12,18.59,45.53,,,,,,,,38.43,,,2026-03-29,1094.8,1123.0,7.51,58.52,46.87,25.15,4.27,0.62,1.88,-1.69,,,,,,
2026-03-29T23:32:26.485,FEDFINA,132.16,,130.29,-1.42,120.9,123.74,143.4,13.86,15.46,financials,finance & investments,5.19,-0.19,0.06,-0.19,0.08,3.33,3.33,3.33,4.83,3.0,-8.59,6.29,,,,,,,,37.99,,,2026-03-29,127.9,132.16,3.14,47.76,44.34,15.59,4.67,9.45,1.26,2.44,,,,,,
2026-03-28T23:31:06.19,STLTECH,191.5,,186.13,-3.37,167.06,183.61,191.16,-132.95,-204.54,industrials,cables - telephone,-0.56,0.46,0.73,0.43,0.8,4.93,4.93,4.59,7.43,6.05,37.32,13.82,,,,,,,,21.92,,,2026-03-28,183.1,191.5,4.07,56.4,76.28,43.27,7.66,27.17,14.08,11.3,,,,,,
2026-03-28T23:31:06.19,GESHIP,1443.1,,1415.0,-0.11,1330.4,1407.84,1429.32,6.22,8.93,transportation,shipping,-0.44,0.31,0.38,0.27,0.38,2.99,2.99,2.99,4.36,3.06,116.06,61.75,,,,,,,,22.35,,,2026-03-28,1401.2,1443.1,6.44,55.68,72.92,21.85,4.29,11.89,12.63,11.8,,,,,,
2026-03-28T23:31:06.19,SEAMECLTD,1463.9,,1381.4,-2.83,1279.61,1325.46,1493.29,8.81,18.4,miscellaneous,miscellaneous,4.61,0.41,0.6,0.43,0.65,7.4,7.4,7.4,5.21,4.37,90.62,71.93,,,,,,,,25.58,,,2026-03-28,1363.0,1463.9,6.28,55.8,73.19,22.54,5.22,12.57,11.69,10.05,,,,,,
2026-03-28T23:31:06.19,BLISSGVS,225.74,,217.98,-2.72,199.18,199.23,255.48,24.77,21.1,healthcare,pharmaceuticals - indian - formulations,3.72,0.39,0.38,0.39,0.42,9.4,9.4,5.68,6.3,10.87,18.3,13.73,,,,,,,,31.84,,,2026-03-28,213.61,225.74,2.21,54.54,63.39,15.97,5.66,18.37,9.93,8.6,,,,,,
2026-03-28T23:31:06.19,AEROFLEX,253.97,,240.57,-4.3,220.28,235.93,249.84,46.99,63.31,metals & mining,steel - medium / small,5.82,0.23,0.12,0.24,0.17,6.11,6.11,6.11,6.44,4.9,33.68,15.5,,,,,,,,7.94,,,2026-03-28,239.34,253.97,5.15,56.0,65.05,33.11,5.56,8.7,9.81,7.42,,,,,,
2026-03-28T23:31:06.19,APEX,393.7,,377.55,-4.72,338.72,329.5,473.65,29.22,35.72,fmcg,aquaculture,20.8,0.54,0.51,0.58,0.58,4.9,4.9,4.9,6.8,7.12,20.37,25.68,,,,,,,,8.76,,,2026-03-28,375.3,393.7,2.15,52.39,59.19,23.06,6.52,15.18,9.3,7.78,,,,,,
2026-03-28T23:31:06.19,CENTUM,2950.7,,2804.3,-0.91,2557.28,2766.07,2880.77,-16.87,-158.08,consumer discretionary,electronics - components,1.4,-0.01,0.16,-0.06,0.17,5.81,5.81,5.81,6.31,2.76,276.12,176.83,,,,,,,,8.82,,,2026-03-28,2788.7,2950.7,5.51,54.59,58.05,30.01,6.14,18.64,8.46,7.52,,,,,,
2026-03-28T23:31:06.19,WAAREEENER,3183.4,,3092.6,-2.68,2903.31,2922.51,3432.79,20.92,27.17,industrials,electric equipment,11.48,-0.11,-0.07,-0.16,-0.04,3.36,3.36,3.36,4.26,2.53,234.64,131.65,,,,,,,,9.57,,,2026-03-28,3080.0,3183.4,8.91,59.28,53.3,23.11,3.83,7.53,8.33,2.99,,,,,,
2026-03-28T23:31:06.19,PRIVISCL,2989.9,,2954.7,-0.29,2814.33,2859.17,3145.76,36.99,38.43,chemicals,chemicals,3.04,0.15,0.19,0.12,0.2,2.21,2.21,2.21,3.19,3.65,109.49,94.4,,,,,,,,31.15,,,2026-03-28,2925.3,2989.9,2.61,54.21,55.61,15.25,3.24,19.59,8.12,5.97,,,,,,
2026-03-28T23:31:06.19,VENUSREM,884.95,,862.75,-1.79,790.84,874.95,838.34,11.27,15.11,healthcare,pharmaceuticals - indian - formulations,1.65,0.81,0.75,0.8,0.78,4.97,4.97,4.97,5.75,5.32,86.82,49.63,,,,,,,,39.69,,,2026-03-28,843.05,884.95,6.25,56.94,63.2,20.25,6.32,43.97,7.72,5.61,,,,,,
2026-03-28T23:31:06.19,CCL,1081.3,,1058.7,-1.75,1002.05,1041.91,1092.27,35.15,37.54,fmcg,tea,3.78,0.1,0.17,0.1,0.19,2.98,2.98,2.98,3.61,0.83,50.18,38.22,,,,,,,,22.76,,,2026-03-28,1050.0,1081.3,5.43,54.78,62.16,17.27,3.53,18.53,7.59,7.25,,,,,,
2026-03-28T23:31:06.19,DELHIVERY,430.1,,428.75,-0.37,407.99,402.62,481.01,202.24,210.17,transportation,miscellaneous,4.76,-0.11,0.02,-0.14,0.03,2.6,2.6,2.23,3.33,5.84,8.04,14.26,,,,,,,,56.46,,,2026-03-28,420.7,430.1,4.72,54.23,53.08,14.03,3.31,13.87,7.08,5.39,,,,,,
2026-03-28T23:31:06.19,GOKULAGRO,189.0,,184.33,-1.07,170.4,173.45,206.09,8.76,9.09,fmcg,solvent extraction,9.22,-0.13,0.14,-0.16,0.16,3.85,3.85,3.85,5.75,3.27,17.14,10.6,,,,,,,,21.98,,,2026-03-28,182.0,189.0,41.76,59.96,56.32,28.41,5.57,12.19,6.98,2.72,,,,,,
2026-03-28T23:31:06.19,COALINDIA,448.5,,445.05,0.3,425.8,454.68,425.79,9.58,9.19,metals & mining,mining / minerals / metals,-3.77,0.05,0.12,0.03,0.12,2.21,2.21,1.69,3.02,1.42,9.5,13.46,,,,,,,,29.72,,,2026-03-28,441.05,448.5,6.0,50.33,58.54,22.14,3.02,3.13,6.93,9.06,,,,,,
2026-03-28T23:31:06.19,BELRISE,195.88,,189.85,-2.53,177.64,180.47,208.61,32.73,30.28,auto,auto ancillaries,8.38,0.11,0.57,0.11,0.61,4.21,4.21,4.21,4.73,2.84,9.4,8.98,,,,,,,,20.94,,,2026-03-28,187.97,195.88,7.09,53.69,61.74,25.04,4.29,NaN,6.86,6.11,,,,,,
2026-03-28T23:31:06.19,LUMAXTECH,1624.0,,1608.8,-0.89,1476.28,1442.77,1940.86,33.24,44.0,auto,auto ancillaries,10.09,0.14,0.35,0.16,0.37,3.47,3.47,2.33,5.26,5.84,69.8,84.63,,,,,,,,25.76,,,2026-03-28,1587.0,1624.0,5.08,53.37,57.57,15.43,5.21,41.99,6.16,4.46,,,,,,
2026-03-28T23:31:06.19,GODAVARIB,316.1,,302.65,-3.11,276.02,299.84,308.27,47.0,68.78,fmcg,sugar,3.91,0.05,0.01,0.07,0.04,5.37,5.37,5.37,6.1,0.88,22.82,18.47,,,,,,,,14.34,,,2026-03-28,300.0,316.1,8.95,53.18,57.42,38.11,6.48,18.8,6.14,5.17,,,,,,
2026-03-28T23:31:06.19,NLCINDIA,273.3,,270.4,1.1,253.94,252.29,306.63,12.95,13.6,power & utilities,power generation and supply,4.01,-0.11,0.15,-0.13,0.14,5.32,5.32,2.82,4.22,7.45,13.19,11.42,,,,,,,,40.29,,,2026-03-28,265.8,273.3,6.34,57.97,58.14,13.56,4.42,2.57,6.04,4.78,,,,,,
2026-03-28T23:31:06.19,ADANIPOWER,155.28,,153.92,0.18,145.41,148.22,165.33,29.83,8.52,power & utilities,power generation and supply,4.3,-0.03,0.22,-0.06,0.22,2.45,2.45,2.45,3.99,4.46,10.09,6.14,,,,,,,,38.45,,,2026-03-28,151.56,155.28,9.47,60.69,59.31,16.67,3.89,11.23,6.01,4.02,,,,,,
2026-03-28T23:31:06.19,UNIPARTS,475.95,,460.05,-2.62,433.08,434.56,511.03,15.58,15.97,industrials,engineering,5.13,0.05,0.14,0.06,0.17,5.29,5.29,4.38,3.83,2.7,-0.18,17.63,,,,,,,,22.97,,,2026-03-28,456.0,475.95,3.61,50.04,51.2,16.14,3.9,9.61,5.5,2.89,,,,,,
2026-03-28T23:31:06.19,IMFA,1282.5,,1231.6,-1.04,1135.95,1155.84,1383.12,12.66,18.04,metals & mining,mining / minerals / metals,4.77,0.01,0.58,-0.02,0.6,6.52,6.52,4.95,5.15,7.37,-16.84,63.37,,,,,,,,15.15,,,2026-03-28,1222.0,1282.5,2.39,48.87,51.95,15.48,4.9,20.33,4.95,2.45,,,,,,
2026-03-28T23:31:06.19,GMDCLTD,582.0,,566.6,-2.08,527.58,536.32,627.17,33.89,18.22,metals & mining,mining / minerals / metals,9.33,-0.11,0.46,-0.12,0.49,3.74,3.74,3.74,4.51,1.0,2.36,25.53,,,,,,,,21.93,,,2026-03-28,561.0,582.0,10.17,51.87,53.65,12.92,4.22,24.03,4.76,4.13,,,,,,
2026-03-28T23:31:06.19,GMBREW,1081.25,,1020.5,-3.64,952.0,969.81,1121.89,13.87,14.28,fmcg,breweries & distilleries,9.96,0.33,0.3,0.36,0.35,6.5,6.5,6.5,4.83,1.8,18.81,49.25,,,,,,,,10.66,,,2026-03-28,1015.25,1081.25,6.65,52.15,53.46,16.15,4.1,14.61,4.54,3.4,,,,,,
2026-03-28T23:31:06.19,SHRIPISTON,3096.2,,3033.5,-2.21,2820.06,2883.43,3333.63,27.15,24.6,auto,auto ancillaries,4.97,0.05,0.23,0.09,0.26,3.0,3.0,3.0,5.0,4.96,76.7,151.66,,,,,,,,18.13,,,2026-03-28,3006.0,3096.2,12.16,51.26,55.18,13.89,4.68,14.34,4.29,2.68,,,,,,
2026-03-28T23:31:06.19,PAISALO,35.9,,34.33,0.35,31.56,32.59,37.81,11.76,14.73,financials,finance & investments,3.13,-0.17,0.09,-0.2,0.08,7.97,7.97,7.97,6.2,3.25,0.23,2.13,,,,,,,,50.72,,,2026-03-28,33.25,35.9,7.69,51.18,48.5,16.87,6.09,-0.19,4.12,3.0,,,,,,
2026-03-28T23:31:06.19,SKMEGGPROD,164.31,,156.43,-5.55,142.68,146.35,176.6,3.43,5.32,fmcg,food - processing - indian,10.77,-0.1,-0.01,-0.07,0.05,6.01,6.01,6.01,5.7,2.8,-16.8,8.92,,,,,,,,16.03,,,2026-03-28,155.0,164.31,2.43,44.29,42.66,22.6,4.99,17.26,3.19,0.29,,,,,,
2026-03-28T23:31:06.19,WAAREEINDO,396.75,,385.55,-4.99,352.95,343.58,469.5,9.67,6.56,industrials,electric equipment,25.47,77.92,145.13,85.29,153.04,2.9,2.9,2.9,6.01,0.0,-10.09,23.16,,,,,,,,0.0,,,2026-03-28,385.55,396.75,4.52,53.26,47.12,30.17,5.27,2755.6,2.54,0.04,,,,,,
2026-03-28T23:31:06.19,BLACKBUCK,596.4,,587.5,-0.62,546.95,563.32,635.86,84.41,18.72,transportation,miscellaneous,5.4,-0.12,0.3,-0.12,0.31,4.12,4.12,4.12,4.78,2.83,-3.77,28.05,,,,,,,,52.4,,,2026-03-28,572.8,596.4,8.54,49.01,48.71,15.0,4.52,10.03,2.15,1.26,,,,,,
2026-03-28T23:31:06.19,DCMSHRIRAM,1123.0,,1112.3,-0.66,1048.75,1012.68,1311.54,17.49,24.84,miscellaneous,diversified - mega,7.23,-0.11,-0.21,-0.12,-0.21,5.94,5.94,2.58,4.09,9.12,18.59,45.53,,,,,,,,38.43,,,2026-03-28,1094.8,1123.0,7.51,58.52,46.87,25.15,4.27,0.62,1.88,-1.69,,,,,,
2026-03-28T23:31:06.19,FEDFINA,132.16,,130.29,-1.42,120.9,123.74,143.4,13.86,15.46,financials,finance & investments,5.19,-0.19,0.06,-0.19,0.08,3.33,3.33,3.33,4.83,3.0,-8.59,6.29,,,,,,,,37.99,,,2026-03-28,127.9,132.16,3.14,47.76,44.34,15.59,4.67,9.45,1.26,2.44,,,,,,
2026-03-27T22:59:16.049,STLTECH,191.5,,186.13,-3.37,167.06,183.61,191.16,-132.95,-211.68,industrials,cables - telephone,-0.56,0.46,0.73,0.43,0.8,4.93,4.93,4.59,7.43,6.05,37.32,13.82,,,,,,,,21.92,,,2026-03-27,183.1,191.5,4.07,56.4,76.28,43.27,7.66,27.17,30.03,25.5,,,,,,
2026-03-27T22:59:16.049,BLISSGVS,225.74,,217.98,-2.72,199.18,199.23,255.48,24.77,21.69,healthcare,pharmaceuticals - indian - formulations,3.72,0.39,0.38,0.39,0.42,9.4,9.4,5.68,6.3,10.87,18.3,13.73,,,,,,,,31.84,,,2026-03-27,213.61,225.74,2.21,54.54,63.39,15.97,5.66,18.37,25.37,22.6,,,,,,
2026-03-27T22:59:16.049,AEROFLEX,253.97,,240.57,-4.3,220.28,235.93,249.84,46.99,66.15,metals & mining,steel - medium / small,5.82,0.23,0.12,0.24,0.17,6.11,6.11,6.11,6.44,4.9,33.68,15.5,,,,,,,,7.94,,,2026-03-27,239.34,253.97,5.15,56.0,65.05,33.11,5.56,8.7,25.0,21.64,,,,,,
2026-03-27T22:59:16.049,APEX,393.7,,377.55,-4.72,338.72,329.5,473.65,29.22,37.49,fmcg,aquaculture,20.8,0.54,0.51,0.58,0.58,4.9,4.9,4.9,6.8,7.12,20.37,25.68,,,,,,,,8.76,,,2026-03-27,375.3,393.7,2.15,52.39,59.19,23.06,6.52,15.18,24.11,21.44,,,,,,
2026-03-27T22:59:16.049,GOKULAGRO,189.0,,184.33,-1.07,170.4,173.45,206.09,8.76,9.19,fmcg,solvent extraction,9.22,-0.13,0.14,-0.16,0.16,3.85,3.85,3.85,5.75,3.27,17.14,10.6,,,,,,,,21.98,,,2026-03-27,182.0,189.0,41.76,59.96,56.32,28.41,5.57,12.19,23.89,19.27,,,,,,
2026-03-27T22:59:16.049,BELRISE,195.88,,189.85,-2.53,177.64,180.47,208.61,32.73,31.06,auto,auto ancillaries,8.38,0.11,0.57,0.11,0.61,4.21,4.21,4.21,4.73,2.84,9.4,8.98,,,,,,,,20.94,,,2026-03-27,187.97,195.88,7.09,53.69,61.74,25.04,4.29,NaN,23.65,21.15,,,,,,
2026-03-27T22:59:16.049,ADANIPOWER,155.28,,153.92,0.18,145.41,148.22,165.33,29.83,8.51,power & utilities,power generation and supply,4.3,-0.03,0.22,-0.06,0.22,2.45,2.45,2.45,3.99,4.46,10.09,6.14,,,,,,,,38.45,,,2026-03-27,151.56,155.28,9.47,60.69,59.31,16.67,3.89,11.23,23.29,19.9,,,,,,
2026-03-27T22:59:16.049,GESHIP,1443.1,,1415.0,-0.11,1330.4,1407.84,1429.32,6.22,8.94,transportation,shipping,-0.44,0.31,0.38,0.27,0.38,2.99,2.99,2.99,4.36,3.06,116.06,61.75,,,,,,,,22.35,,,2026-03-27,1401.2,1443.1,6.44,55.68,72.92,21.85,4.29,11.89,23.16,20.8,,,,,,
2026-03-27T22:59:16.049,SEAMECLTD,1463.9,,1381.4,-2.83,1279.61,1325.46,1493.29,8.81,18.93,miscellaneous,miscellaneous,4.61,0.41,0.6,0.43,0.65,7.4,7.4,7.4,5.21,4.37,90.62,71.93,,,,,,,,25.58,,,2026-03-27,1363.0,1463.9,6.28,55.8,73.19,22.54,5.22,12.57,23.1,20.67,,,,,,
2026-03-27T22:59:16.049,DELHIVERY,430.1,,428.75,-0.37,407.99,402.62,481.01,202.24,210.96,transportation,miscellaneous,4.76,-0.11,0.02,-0.14,0.03,2.6,2.6,2.23,3.33,5.84,8.04,14.26,,,,,,,,56.46,,,2026-03-27,420.7,430.1,4.72,54.23,53.08,14.03,3.31,13.87,23.04,20.41,,,,,,
2026-03-27T22:59:16.049,COALINDIA,448.5,,445.05,0.3,425.8,454.68,425.79,9.58,9.16,metals & mining,mining / minerals / metals,-3.77,0.05,0.12,0.03,0.12,2.21,2.21,1.69,3.02,1.42,9.5,13.46,,,,,,,,29.72,,,2026-03-27,441.05,448.5,6.0,50.33,58.54,22.14,3.02,3.13,22.99,21.3,,,,,,
2026-03-27T22:59:16.049,GODAVARIB,316.1,,302.65,-3.11,276.02,299.84,308.27,47.0,70.99,fmcg,sugar,3.91,0.05,0.01,0.07,0.04,5.37,5.37,5.37,6.1,0.88,22.82,18.47,,,,,,,,14.34,,,2026-03-27,300.0,316.1,8.95,53.18,57.42,38.11,6.48,18.8,22.98,20.47,,,,,,
2026-03-27T22:59:16.049,NLCINDIA,273.3,,270.4,1.1,253.94,252.29,306.63,12.95,13.45,power & utilities,power generation and supply,4.01,-0.11,0.15,-0.13,0.14,5.32,5.32,2.82,4.22,7.45,13.19,11.42,,,,,,,,40.29,,,2026-03-27,265.8,273.3,6.34,57.97,58.14,13.56,4.42,2.57,22.95,20.33,,,,,,
2026-03-27T22:59:16.049,VENUSREM,884.95,,862.75,-1.79,790.84,874.95,838.34,11.27,15.39,healthcare,pharmaceuticals - indian - formulations,1.65,0.81,0.75,0.8,0.78,4.97,4.97,4.97,5.75,5.32,86.82,49.63,,,,,,,,39.69,,,2026-03-27,843.05,884.95,6.25,56.94,63.2,20.25,6.32,43.97,22.91,20.36,,,,,,
2026-03-27T22:59:16.049,CCL,1081.3,,1058.7,-1.75,1002.05,1041.91,1092.27,35.15,38.21,fmcg,tea,3.78,0.1,0.17,0.1,0.19,2.98,2.98,2.98,3.61,0.83,50.18,38.22,,,,,,,,22.76,,,2026-03-27,1050.0,1081.3,5.43,54.78,62.16,17.27,3.53,18.53,22.79,20.48,,,,,,
2026-03-27T22:59:16.049,CENTUM,2950.7,,2804.3,-0.91,2557.28,2766.07,2880.77,-16.87,-159.53,consumer discretionary,electronics - components,1.4,-0.01,0.16,-0.06,0.17,5.81,5.81,5.81,6.31,2.76,276.12,176.83,,,,,,,,8.82,,,2026-03-27,2788.7,2950.7,5.51,54.59,58.05,30.01,6.14,18.64,22.69,20.34,,,,,,
2026-03-27T22:59:16.049,UNIPARTS,475.95,,460.05,-2.62,433.08,434.56,511.03,15.58,16.4,industrials,engineering,5.13,0.05,0.14,0.06,0.17,5.29,5.29,4.38,3.83,2.7,-0.18,17.63,,,,,,,,22.97,,,2026-03-27,456.0,475.95,3.61,50.04,51.2,16.14,3.9,9.61,22.68,19.9,,,,,,
2026-03-27T22:59:16.049,WAAREEENER,3183.4,,3092.6,-2.68,2903.31,2922.51,3432.79,20.92,27.92,industrials,electric equipment,11.48,-0.11,-0.07,-0.16,-0.04,3.36,3.36,3.36,4.26,2.53,234.64,131.65,,,,,,,,9.57,,,2026-03-27,3080.0,3183.4,8.91,59.28,53.3,23.11,3.83,7.53,22.67,20.17,,,,,,
2026-03-27T22:59:16.049,PRIVISCL,2989.9,,2954.7,-0.29,2814.33,2859.17,3145.76,36.99,38.54,chemicals,chemicals,3.04,0.15,0.19,0.12,0.2,2.21,2.21,2.21,3.19,3.65,109.49,94.4,,,,,,,,31.15,,,2026-03-27,2925.3,2989.9,2.61,54.21,55.61,15.25,3.24,19.59,22.65,20.26,,,,,,
2026-03-27T22:59:16.049,LUMAXTECH,1624.0,,1608.8,-0.89,1476.28,1442.77,1940.86,33.24,44.4,auto,auto ancillaries,10.09,0.14,0.35,0.16,0.37,3.47,3.47,2.33,5.26,5.84,69.8,84.63,,,,,,,,25.76,,,2026-03-27,1587.0,1624.0,5.08,53.37,57.57,15.43,5.21,41.99,22.64,20.22,,,,,,
2026-03-27T22:59:16.049,IMFA,1282.5,,1231.6,-1.04,1135.95,1155.84,1383.12,12.66,18.23,metals & mining,mining / minerals / metals,4.77,0.01,0.58,-0.02,0.6,6.52,6.52,4.95,5.15,7.37,-16.84,63.37,,,,,,,,15.15,,,2026-03-27,1222.0,1282.5,2.39,48.87,51.95,15.48,4.9,20.33,22.56,20.08,,,,,,
2026-03-27T22:59:16.049,GMDCLTD,582.0,,566.6,-2.08,527.58,536.32,627.17,33.89,18.61,metals & mining,mining / minerals / metals,9.33,-0.11,0.46,-0.12,0.49,3.74,3.74,3.74,4.51,1.0,2.36,25.53,,,,,,,,21.93,,,2026-03-27,561.0,582.0,10.17,51.87,53.65,12.92,4.22,24.03,22.54,20.18,,,,,,
2026-03-27T22:59:16.049,SHRIPISTON,3096.2,,3033.5,-2.21,2820.06,2883.43,3333.63,27.15,25.16,auto,auto ancillaries,4.97,0.05,0.23,0.09,0.26,3.0,3.0,3.0,5.0,4.96,76.7,151.66,,,,,,,,18.13,,,2026-03-27,3006.0,3096.2,12.16,51.26,55.18,13.89,4.68,14.34,22.53,20.16,,,,,,
2026-03-27T22:59:16.049,GMBREW,1081.25,,1020.5,-3.64,952.0,969.81,1121.89,13.87,14.82,fmcg,breweries & distilleries,9.96,0.33,0.3,0.36,0.35,6.5,6.5,6.5,4.83,1.8,18.81,49.25,,,,,,,,10.66,,,2026-03-27,1015.25,1081.25,6.65,52.15,53.46,16.15,4.1,14.61,22.5,20.11,,,,,,
